predator.name	SpecCode	gbif.taxon.id	dietary.niche.width	Cnidaria.other	Anthozoa	Annelida.other	Polychaeta	Clitellata	Mollusca.other	Polyplacophora	Bivalvia	Gastropoda	Cephalopoda	Brachiopoda.other	Arthropoda.other	Ostracoda	Maxillopoda	Malacostraca	Insecta	Echinodermata.other	Ophiuroidea	Echinoidea	Holothuroidea	Chordata.other	Actinopterygii	Chondrichthyes	Amphibia	Reptilia	Aves	Mammalia	Plantae.other	Animalia.other	Cnidaria-sub	Annelida-sub	Mollusca-sub	Arthropoda-sub	Brachiopoda-sub	Echinodermata-sub	Chordata-sub
Aplodactylus arctidens	47003	2394719	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	6							
Trematocranus placodon	2217	2370444	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Sargocentron rubrum	6625	2356802	4	0	0	0	3	0	15	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Entomacrodus marmoratus	7831	2395667	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Leptostomias analis	58243	2346887	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Potamotrygon orbignyi	50650	2419356	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	3	0							
Trachelochismus pinnulatus	46297	2411329	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Bodianus bimaculatus	5499	5209657	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6							
Hemiscyllium trispeculare	5908	5215503	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Plagioscion squamosissimus	4310	2399821	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	11	0	0	0	0	0	6	3							
Listrura tetraradiata	59149	2343309	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0							
Nannostomus trifasciatus	10758	2355633	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3							
Sebastes chrysomelas	3959	2335502	11	1	0	0	21	0	13	0	0	30	4	0	0	0	0	24	0	2	10	0	0	0	58	0	0	0	0	0	3	17							
Caranx papuensis	6360	2390831	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Pollimyrus castelnaui	8769	2402612	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Rasbora dusonensis	10370	2359520	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0							
Chiloglanis asymetricaudalis	51572	2344256	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0							
Callionymus carebares	46381	2386813	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Haplochromis pallidus	6810	2373606	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Chromis flavomaculata	12418	5212170	4	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Parupeneus biaculeatus	60419	2396695	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Apogon americanus	27233	5211671	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Chrysiptera springeri	12450	2399218	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Distichodus brevipinnis	5255	2355948	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0							
Antigonia capros	3258	2389693	5	0	0	0	0	0	6	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Craterocephalus helenae	10466	2412004	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3	0							
Trachelyopterus galeatus	13280	2344685	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	18							
Rhodeus amarus	4483	2360842	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3							
Chromobotia macracanthus	10897	2367815	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Psephurus gladius	4513	2402078	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Sorubimichthys planiceps	12145	2338869	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0							
Abudefduf concolor	11793	2398689	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Bodianus neilli	25412	5209658	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6							
Dascyllus albisella	7816	5212038	6	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	6	0	0	0	0	0	9	12							
Citharichthys xanthostigma	4218	2408742	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0							
Melanostigma gelatinosum	7029	5209503	8	1	0	0	0	0	0	0	0	3	2	0	0	3	0	13	0	0	0	0	0	0	3	0	0	0	0	1	0	2							
Hypsopsetta guttulata	4241	2409085	13	0	0	1	49	0	6	0	20	0	0	0	0	3	3	29	4	0	0	0	1	1	15	0	0	0	0	0	13	38							
Prochilodus lineatus	13056	2352154	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	9							
Hyphessobrycon scholzei	10657	2354573	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Diplotaxodon ecclesi	2264	2371573	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0							
Centroscymnus plunketi	667	2421189	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Hemilutjanus macrophthalmos	58279	2388112	3	0	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0							
Pomacanthus maculosus	7903	2396444	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6							
Uranoscopus sulphureus	13512	2394379	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Brustiarius solidus	13122	2345336	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	2	0	0	0	0	0	11	6							
Puntius masyai	27128	2364000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Paraneetroplus melanurus	26788	5852866	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Dasyatis garouaensis	10803	2419467	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0							
Amphistichus argenteus	3622	2389248	7	0	0	0	3	0	6	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	6	3							
Abudefduf whitleyi	9626	2398633	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Istiblennius bellus	8043	2395233	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Ecsenius bimaculatus	7668	2396037	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Abudefduf notatus	5686	2398703	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Aplocheilus blockii	55289	2347804	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Istiblennius rivulatus	23697	2395190	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Lepidosiren paradoxa	4511	2441263	3	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0							
Sphyraena forsteri	5734	2394213	5	0	0	0	3	0	9	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Clevelandia ios	3840	5209085	10	0	0	1	60	0	0	0	24	0	0	0	0	15	5	9	8	0	0	0	0	0	3	0	0	0	0	0	15	70							
Arnoglossus macrolophus	13064	2408529	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Lethrinus olivaceus	1864	2374850	7	0	0	2	0	0	12	0	4	3	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3							
Ptereleotris calliura	3881	2385823	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Pomacentrus wardi	10281	2398262	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Marcusenius thomasi	5084	2402441	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	9							
Leptojulis polylepis	26289	2383946	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Starksia galapagensis	46695	2389564	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Urophycis tenuis	313	2415734	12	5	0	0	12	0	0	0	6	0	10	0	1	0	4	56	0	2	2	0	0	1	1973	0	0	0	0	0	0	17							
Abudefduf taurus	1120	2398664	11	7	23	0	3	0	6	1	0	6	0	0	0	0	0	3	4	0	0	0	0	12	0	0	0	0	0	0	109	3							
Pungu maclareni	6327	2372475	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	3	4							
Acanthurus nigrofuscus	4739	5209227	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0							
Eleutheronema tetradactylum	340	2393382	7	0	0	2	0	0	11	0	0	0	9	0	0	0	0	6	0	0	0	0	0	1	7	0	0	0	0	0	0	3							
Platycephalus grandispinis	14341	8178301	9	0	0	0	6	0	12	0	4	3	2	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	6	9							
Zebrasoma scopas	5951	2379864	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0							
Barbus kubanicus	48353	5739547	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3							
Hyporthodus mystacinus	1206	5788219	3	0	0	0	0	0	3	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Galeus murinus	808	5215611	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Symphurus atramentatus	13632	2409534	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Agonus cataphractus	36	2337248	8	0	0	0	37	0	0	0	4	0	0	0	0	7	4	188	0	2	8	0	0	0	0	0	0	0	0	0	0	6							
Caenotropus labyrinthicus	25639	2356008	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Parablennius gattorugine	48	2395767	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	9	12							
Photopectoralis bindus	4449	2396182	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	3	0	0	4	0	0	3	15							
Labropsis xanthonota	4865	2383384	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Ctenopharyngodon idella	79	2362030	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	134	0							
Aprion virescens	84	2385226	7	1	0	2	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	9							
Liparis tessellatus	24114	5201484	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Atheresthes evermanni	518	2409095	7	0	0	0	3	0	3	0	0	0	28	0	0	0	0	82	0	4	0	0	0	0	356	0	0	0	0	0	0	12							
Nothobranchius geminus	59721	2348658	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Dipterygonotus balteatus	928	2374804	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Tetrosomus gibbosus	8129	2408161	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Gobiomorphus breviceps	22535	2386388	10	0	0	3	1	0	3	0	0	3	0	0	6	0	4	0	377	0	0	0	0	0	18	0	0	0	0	0	1	45							
Anchovia macrolepidota	544	2413782	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Rhinobatos lentiginosus	2548	2419045	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Lutjanus guttatus	152	2385124	8	0	0	0	1	0	0	0	0	0	6	0	0	0	0	42	0	4	2	0	0	0	9	0	0	4	0	0	0	9							
Opistognathus scops	46553	2391788	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Kareius bicoloratus	8557	2409229	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Scorpaena notata	1760	2334619	7	0	0	0	12	0	6	0	0	3	2	0	0	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	18							
Potamotrygon magdalenae	48569	2419351	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Melanostomias melanops	11778	2347160	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0							
Symphodus cinereus	1791	2384043	7	0	0	0	0	0	21	0	4	6	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	9							
Pristipomoides sieboldii	209	2385181	5	0	0	0	0	0	3	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	6							
Microrasbora microphthalma	63819	2362731	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3							
Hoplunnis macrura	2622	2402951	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	34	0	0	0	0	0	0	0							
Lampanyctus pusillus	623	2405805	8	0	0	0	3	0	2	0	0	1	0	0	0	0	23	14	0	0	0	0	0	5	6	0	0	0	0	0	0	6							
Tribolodon brandtii	47843	5205578	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Gobiopterus chuno	25076	2377305	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Synaphobranchus kaupii	9104	2402847	5	0	0	0	3	0	0	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	10	0	0	0	0	0	0	3							
Croilia mossambica	6338	2379388	8	0	0	0	1	0	9	0	1	1	0	0	0	0	0	3	4	0	0	0	0	0	1	0	0	0	0	0	0	6							
Synchiropus picturatus	12740	2386693	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Pentaceropsis recurvirostris	12355	5208742	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	3							
Xenotilapia flavipinnis	9173	2369836	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Koreocobitis rotundicaudata	25590	2367903	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Silonia silondia	12003	2341664	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3							
Amblypharyngodon melettinus	13619	2361132	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	17	0	0	0	0	0	0	0	0	16	0	0	21	8							
Epinephelus costae	9224	2388567	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Glyptocephalus stelleri	8843	5213991	8	0	0	0	5	0	30	0	2	0	0	0	0	0	0	22	0	10	7	0	0	0	0	0	0	0	0	0	6	69							
Blennius ocellaris	49	2395359	6	0	0	0	0	0	3	0	0	0	0	0	1	0	3	5	0	2	0	0	0	0	0	0	0	0	0	0	0	3							
Crenimugil crenilabis	5653	2401010	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6							
Simochromis diagramma	8856	2371727	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9	0							
Cynoglossus durbanensis	7680	2409719	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Jordania zonope	4110	2333884	6	1	0	0	2	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	6							
Caesio caerulaurea	918	2374779	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Myoxocephalus thompsonii	4124	2333811	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0							
Dentex canariensis	4539	2392661	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Dischistodus chrysopoecilus	6553	2398215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Ecsenius australianus	13756	2396071	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Meiacanthus kamoharai	23758	2395886	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	6							
Thalassoma duperrey	7770	2384558	12	1	1	0	6	0	15	0	4	6	0	0	0	0	1	0	0	6	2	1	0	0	0	0	0	0	0	0	6	15							
Otolithoides biauritus	4570	2399890	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Acantholumpenus mackayi	3771	2395001	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	6							
Parailia pellucida	9372	2341592	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Aulonocara guentheri	2174	2370506	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Leptojulis cyanopleura	10576	2383947	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Lepomis megalotis	3377	2394510	5	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	16	0	0	0	0	0	3	0	0	0	0	0	0	6							
Sirembo imberbis	8193	2345862	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Zebrasoma rostratum	25802	2379872	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Percarina demidoffii	9402	2382024	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Pholis laeta	3805	5210424	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Otopharynx tetraspilus	2207	2372522	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Lepidonectes bimaculatus	46616	5788255	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Upeneus subvittatus	13019	2396791	3	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Creagrutus hildebrandi	48629	2353716	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Austrolabrus maculatus	47036	2383954	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Lethrinus borbonicus	1844	2374912	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3							
Liopsetta glacialis	4244	2409263	9	0	0	0	8	0	24	0	4	8	0	0	0	0	0	27	70	0	0	0	0	4	0	0	0	0	0	0	13	41							
Leptobotia curta	12244	2368277	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0							
Scartichthys viridis	27051	2395343	8	0	0	0	6	0	18	0	8	6	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	248	31							
Lethrinus enigmaticus	1855	2374941	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0							
Centroscyllium fabricii	656	2421020	4	0	0	0	0	0	3	0	0	0	12	0	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0							
Jenkinsia majua	1462	5214566	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Neogobius pallasi	48268	2379080	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6							
Gadiculus argenteus	1875	4284220	4	0	0	0	0	0	0	0	0	0	0	0	0	0	20	33	0	0	0	0	0	0	4	0	0	0	0	0	0	9							
Mugilogobius cavifrons	15878	2376903	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Percina notogramma	3501	2382090	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Hyporhamphus sajori	305	2368929	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Mystacoleucus atridorsalis	27109	2363147	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3	3							
Chiloscyllium plagiosum	5120	2417590	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Anchoa hepsetus	1133	2413913	13	4	0	0	9	0	9	0	16	4	0	0	10	1	80	43	0	0	0	0	0	19	27	0	0	14	0	0	0	74							
Labeo calbasu	5151	5206019	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	18	43							
Nannostomus eques	10754	2355643	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3							
Hemitremia flammea	2770	2367245	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3							
Emblemaria hypacanthus	46774	2381477	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Aplocheilichthys katangae	8384	2349858	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6							
Nemacheilus longistriatus	26833	5205306	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3							
Bathyraja pallida	9251	2420381	2	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Cottus aleuticus	4061	2334078	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	14	0	0	0	0	0	0	3							
Chromis viridis	5679	5212219	7	1	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	15	0	0	0	0	0	9	27							
Schistura sexcauda	26898	5204966	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Engraulis capensis	64907	2413996	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0							
Heniochus pleurotaenia	12528	2385723	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Chanda nama	10132	2387168	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Squalus acanthias	139	5216368	20	28	6	2	41	0	161	0	47	17	219	0	3	0	2	385	0	2	2	1	2	30	9271	0	0	31	0	3	0	153							
Roeboides prognathus	53355	2354064	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Barbonymus altus	8171	2366091	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3							
