predator.name	SpecCode	gbif.taxon.id	dietary.niche.width	Cnidaria.other	Anthozoa	Annelida.other	Polychaeta	Clitellata	Mollusca.other	Polyplacophora	Bivalvia	Gastropoda	Cephalopoda	Brachiopoda.other	Arthropoda.other	Ostracoda	Maxillopoda	Malacostraca	Insecta	Echinodermata.other	Ophiuroidea	Echinoidea	Holothuroidea	Chordata.other	Actinopterygii	Chondrichthyes	Amphibia	Reptilia	Aves	Mammalia	Plantae.other	Animalia.other	Cnidaria-sub	Annelida-sub	Mollusca-sub	Arthropoda-sub	Brachiopoda-sub	Echinodermata-sub	Chordata-sub
Bassozetus normalis	54235	2345884	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2							
Benthosema pterotum	10238	2406082	3	0	0	0	0	0	0	0	0	0	0	0	2	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Paranotothenia magellanica	7051	2385936	9	0	0	0	4	0	6	1	1	3	0	0	0	0	0	14	5	1	0	0	0	0	8	0	0	0	0	0	0	0							
Sebastes vulpes	23857	2335494	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0							
Lutjanus fulviflamma	261	2384777	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0	0	0	0	0	0	6							
Elacatinus oceanops	3876	2376717	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7							
Ecsenius bathi	12692	2396038	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Romanogobio albipinnatus	25894	2360766	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3							
Channichthys velifer	60330	2389964	3	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Myxus capensis	6334	5212590	6	0	0	0	0	0	0	0	0	0	0	0	1	3	0	6	8	0	0	0	0	0	0	0	0	0	0	0	6	12							
Tylochromis regani	9141	2371985	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0							
Syngnathus taenionotus	16345	2332945	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Liza richardsonii	5146	2400732	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	3	18							
Eucrossorhinus dasypogon	756	2417535	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Perca fluviatilis	358	8140485	12	0	0	0	3	0	0	0	6	0	0	0	105	13	90	42	321	0	0	0	0	4	98	0	0	0	4	0	24	44							
Auriglobus modestus	25171	2407788	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	3							
Genidens genidens	13982	2345053	6	0	0	0	12	0	24	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	12	0	0	0	0	0	12	12							
Mulloidichthys vanicolensis	5984	2396852	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Leuciscus idus	2801	4409643	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	3							
Dorosoma cepedianum	1604	2413541	8	0	0	2	0	0	0	0	190	459	0	0	0	3	25	0	0	0	0	0	0	0	0	0	0	148	0	0	33	60							
Zebrasoma flavescens	6018	2379869	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0							
Entomacrodus striatus	6043	2395652	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Coryphoblennius galerita	7644	2395367	4	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3							
Salarias fasciatus	6058	2396090	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3							
Labrus viridis	51659	2383648	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	6							
Spathodus erythrodon	8862	5208484	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Halichoeres garnoti	3663	2384162	11	0	0	2	38	0	6	0	24	54	0	0	0	0	0	105	0	4	8	6	0	0	3	0	0	0	0	0	0	7							
Astyanax bimaculatus	4475	5204296	5	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	64	0	0	0	0	0	3	0	0	0	0	0	18	33							
Diodon eydouxii	14490	5213375	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0							
Ambastaia sidthimunki	10910	7734965	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3	6							
Kuhlia rupestris	7715	5208684	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	0	0	0	0	0	0	0	0	0	0	0	0	3							
Scomber australasicus	116	2374156	7	0	0	0	0	0	3	0	0	0	4	0	1	0	6	0	0	0	0	0	0	2	9	0	0	0	0	0	0	9							
Careproctus georgianus	56120	2336270	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4							
Gymnocaesio gymnoptera	929	2374814	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Neoclinus blanchardi	3740	2381417	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Parablennius pilicornis	16962	2395292	5	5	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	10							
Pygoplites diacanthus	6572	2396596	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6							
Stethojulis terina	57374	2383435	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Liparis liparis	1378	5712338	6	0	0	0	6	0	0	0	20	3	0	0	0	0	20	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3							
Mugil galapagensis	46584	2400627	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Aulonocara saulosi	2188	2370487	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Parapriacanthus ransonneti	5803	2374418	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Ostorhinchus fasciatus	6605	7193045	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	4	0	0	0	0	0	0	0							
Apodichthys fucorum	3809	2390390	5	0	0	0	0	0	3	0	0	4	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Exerpes asper	46659	2389486	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Esomus longimanus	27062	2364610	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3							
Pentapodus emeryii	5868	2379916	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3							
Caspiosoma caspium	16269	2377914	6	0	0	0	1	0	12	0	4	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	11							
Zameus squamulosus	701	2421180	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3							
Paraneetroplus synspilus	12322	5961923	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0							
Coelorinchus marinii	7132	2416404	8	0	0	0	30	0	60	0	0	21	78	0	0	21	0	115	0	0	0	0	0	0	16	0	0	0	0	0	0	48							
Neolamprologus multifasciatus	8744	2371798	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Kraemeria samoensis	9966	2369515	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Ayarnangra estuarius	61571	2341493	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Philypnodon grandiceps	22772	2386044	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Ophthalmotilapia nasuta	8776	2371962	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	4	0	0	3	0							
Liza argentea	14376	2400772	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3	3							
Scarus compressus	13981	2393726	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Atherinella milleri	53606	2412146	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3							
Dactylophora nigricans	14414	5210867	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Prionotus paralatus	4023	5201564	6	0	0	0	15	0	0	0	4	0	0	0	0	0	2	23	0	0	0	0	0	0	1	0	0	0	0	0	0	39							
Haplochromis prognathus	6836	2373423	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0							
Cetopsis oliveirai	53660	2338025	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3							
Acipenser sturio	2066	2402203	5	0	0	0	1	0	3	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	12							
Meiacanthus atrodorsalis	6067	2395868	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Girardinus microdactylus	27698	2350354	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0							
Pygocentrus nattereri	4501	2352479	6	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	9	0	0	0	0	0	9	6							
Kathetostoma albigutta	3706	2394390	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Sebastes viviparus	1352	2335390	3	0	0	0	0	0	0	0	0	0	0	0	4	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Alburnus hohenackeri	48172	2363024	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Cyprichromis microlepidotus	8574	2372095	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Alosa macedonica	25775	2412619	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	3	0							
Leucos panosi	62588	8478641	4	0	0	0	0	0	6	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Apogon erythrinus	12998	5211640	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Lutjanus apodus	1404	2384922	10	0	0	2	4	0	16	0	4	6	7	0	0	0	0	334	0	0	0	0	0	0	105	0	0	0	0	0	9	9							
Tosanoides filamentosus	23420	2388659	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Lethrinus semicinctus	1849	2374875	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Osteochilus vittatus	277	2364327	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	4	0	0	13	6							
Thryssocypris tonlesapensis	27082	2360801	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Haplochromis bartoni	6694	2373454	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0							
Gerlachea australis	7100	2393129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Percina sciera	3510	2382048	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0							
Merluccius senegalensis	321	2415668	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0							
Acanthoclinus marilynae	46323	5210340	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Cleithracara maronii	11136	2373115	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3							
Malacoctenus hubbsi	46741	2389511	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Pseudomugil signifer	22750	2411752	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	32	0	0	0	0	0	0	0	0	0	0	0	0	3							
Neochanna rekohua	53171	5853860	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0							
Sebastes jordani	3974	2335495	5	0	0	0	0	0	0	0	0	0	0	0	2	3	10	36	0	0	0	0	0	0	0	0	0	0	0	0	0	5							
Cirripectes filamentosus	4389	2395821	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Pterygoplichthys multiradiatus	4793	2339962	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	3							
Stellifer lanceolatus	1193	2399967	8	0	0	0	12	0	0	0	0	0	0	0	0	6	20	154	0	0	0	0	0	8	72	0	0	4	0	0	0	18							
Synaptura commersonnii	14395	2410013	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Haplochromis nigroides	6795	2373724	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	23	0	0	0	0	0	0	0	0	4	0	0	6	6							
Clarias macrocephalus	4805	5202728	6	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	6	3							
Chaetodon sedentarius	3605	2385404	8	14	202	0	12	0	0	0	0	0	0	0	0	30	0	90	0	0	0	10	0	0	0	0	0	0	0	0	10	6							
Dorosoma smithi	1607	2413559	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Homaloptera indochinensis	26824	2358599	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Cynoscion albus	14024	2400010	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Calamus pennatula	1228	5211001	11	0	0	3	63	0	9	0	116	114	0	0	0	0	0	274	0	12	15	28	2	0	0	0	0	0	0	0	0	17							
Exallias brevis	6032	2395512	5	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	0	9	0							
Neoraja caerulea	9255	2419958	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Ctenolabrus rupestris	61	2383163	11	0	0	0	17	0	51	0	15	20	0	0	3	0	26	76	2	6	0	0	0	0	1	0	0	0	0	0	0	25							
Pseudocrenilabrus multicolor	6894	4285761	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	3							
Pleurogrammus azonus	510	2336513	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Auchenionchus microcirrhis	12910	2389589	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	9							
Odontopyxis trispinosa	4168	2337272	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3							
Alburnus albidus	25774	2362920	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Lonchopisthus sinuscalifornicus	46575	2391866	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Gilloblennius tripennis	46994	2392786	9	0	0	0	3	0	9	0	1	3	0	0	0	0	1	5	0	2	1	0	0	0	0	0	0	0	0	0	0	3							
Apogon retrosella	46598	5211603	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Netuma proxima	24600	2345418	7	0	0	0	9	0	12	0	0	0	0	0	0	0	0	4	8	8	0	0	0	0	0	0	0	0	0	0	6	9							
Xenopoclinus kochi	17020	2380257	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Naevochromis chrysogaster	2220	2370304	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Pachypanchax arnoulti	63023	2347792	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0							
Nannobrachium nigrum	7441	2405601	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Ecsenius nalolo	25451	2396021	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Harpagifer kerguelensis	7091	2389442	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Microgobius gulosus	3891	2376648	11	0	0	0	36	0	0	0	12	3	0	0	2	3	4	94	48	0	0	0	0	0	0	0	0	4	0	0	33	6							
Girella feliciana	56292	2381238	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Salilota australis	306	2417051	4	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	22	0	0	0	0	0	0	3							
Sardinella fimbriata	1507	2387341	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Squatina squatina	736	2417781	4	0	0	0	0	0	3	0	0	0	3	0	0	0	0	11	0	0	0	0	0	0	10	0	0	0	0	0	0	0							
Scorpaenodes evides	59562	5962231	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0							
Diapterus auratus	3563	2369330	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6							
Hilsa kelee	1595	2413479	5	0	0	0	0	0	24	0	0	4	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Chaetodon capistratus	3602	2385548	10	28	283	0	12	0	0	0	0	0	0	0	6	0	63	12	0	0	0	0	0	12	0	0	0	4	0	0	6	24							
Suezichthys gracilis	4407	2384302	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Pseudocheilinus octotaenia	5618	2383701	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0							
Haploblepharus edwardsii	825	2418609	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Carangoides malabaricus	4443	5210526	2	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Leptostomias robustus	22855	2346892	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Epalzeorhynchos frenatus	12069	2360401	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3							
Pomacentrus agassizii	12477	2398310	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Priapella compressa	47305	2350147	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Liparis tanakae	24115	5201498	5	0	0	0	3	0	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0	9	0	0	0	0	0	0	6							
Caesio suevica	922	2374777	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Osteochilus schlegelii	16131	2364333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0							
Labrisomus nuchipinnis	3735	2389661	8	0	0	0	15	0	22	0	0	83	0	0	0	0	0	170	0	4	12	15	0	0	0	0	0	0	0	0	0	6							
Hypsoblennius gilberti	3762	2395535	3	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Macquaria australasica	10566	5209326	6	0	0	0	0	0	6	0	2	0	0	0	3	0	0	2	338	0	0	0	0	0	0	0	0	0	0	0	0	27							
Hypoatherina woodwardi	23371	2411896	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Plectropomus laevis	7372	5210141	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Cryptocentrus caeruleomaculatus	25798	5209048	8	0	0	0	3	0	6	0	4	3	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9							
Anoxypristis cuspidata	8211	2420848	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Ompok pinnatus	61823	2337673	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0							
Coris venusta	7826	5209798	4	0	0	0	0	0	6	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Steindachnerina varii	27829	2355209	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Etheostoma microperca	3441	2382404	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0							
Salarias obscurus	59843	2396101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Thalassoma lucasanum	13860	2384480	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Liza alata	7861	2400704	4	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10	0							
Pagrus africanus	5067	5210919	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Harengula clupeola	1478	2412951	12	5	0	2	7	0	3	0	0	1	0	0	2	0	22	55	4	0	0	0	0	4	6	0	0	0	0	0	0	15							
Uranoscopus oligolepis	8303	2394375	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Rhamphochromis esox	2306	2372581	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0							
Hemiodus quadrimaculatus	11907	2354872	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3	0							
Oxynotus caribbaeus	717	5216317	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Hypselecara temporalis	12323	2369950	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	20	6							
Protogrammus sousai	22727	2386755	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Pomacanthus zonipectus	8328	2396396	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12							
Labidochromis maculicauda	2335	2371646	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3							
Acanthurus leucopareius	4737	5209183	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Rachycentron canadum	3542	2391729	9	2	0	0	0	0	9	0	4	3	14	0	0	0	0	98	0	0	0	0	0	8	89	0	0	2	0	0	0	0							
Arnoglossus tenuis	15549	2408515	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Melanochromis vermivorus	2352	2373213	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0							
Calotomus spinidens	4357	2393855	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0							
Plectorhinchus picus	6370	2382467	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Labeo rosae	11570	5206145	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Cirripectes fuscoguttatus	4390	2395854	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Pomatoschistus lozanoi	9190	2379278	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Cheilinus trilobatus	5603	2383305	7	0	0	0	0	0	9	1	0	3	0	0	0	0	0	2	0	6	0	3	0	0	4	0	0	0	0	0	0	0							
Zoarchias microstomus	27204	2394973	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
